County,State,Pov_Pct_All,Median_Income,Crime_Rate_per_100000,Population,Mean_Rent,Latitude,Longitude,Pct_Income_as_Rent
Fayette County,IN,0.291,0.191,Very Low,0.002,0.14,0.524,-81.150437,14.0
Floyd County,IN,0.18,0.335,Very Low,0.004,0.184,0.354,-101.336787,13.6
Fountain County,IN,0.198,0.274,Very Low,0.002,0.234,0.618,-87.256631,19.5
Franklin County,IN,0.148,0.295,Very Low,0.0,0.203,0.899,-118.556564,16.2
Fulton County,IN,0.189,0.279,Very Low,0.002,0.0,0.615,-78.192598,0.0
Gibson County,IN,0.173,0.297,Very Low,0.003,0.167,0.44,-88.945218,13.3
Grant County,IN,0.332,0.166,Very Low,0.001,0.187,0.74,-90.97229,19.9
Greene County,IN,0.257,0.243,Very Low,0.001,0.166,0.448,-82.819673,14.8
Hamilton County,IN,0.03,0.669,Very Low,0.001,0.19,0.256,-98.119669,8.8
Hancock County,IN,0.059,0.46,Very Low,0.002,0.128,0.636,-80.616868,7.8
Harrison County,IN,0.177,0.299,Very Low,0.001,0.243,0.581,-80.305443,19.2
Hendricks County,IN,0.048,0.491,Very Low,0.015,0.226,0.598,-86.632906,13.1
Henry County,IN,0.257,0.243,Very Low,0.002,0.106,0.471,-79.894608,9.4
Howard County,IN,0.307,0.238,Very Low,0.001,0.225,0.282,-101.308823,20.2
Jackson County,IN,0.198,0.22,Very Low,0.001,0.162,0.562,-81.708811,15.1
Jasper County,IN,0.134,0.362,Very Low,0.002,0.154,0.211,-93.90007,10.9
Jay County,IN,0.268,0.192,Very Low,0.002,0.171,0.629,-85.207245,17.1
Jefferson County,IN,0.227,0.242,Very Low,0.001,0.379,0.579,-77.810685,33.8
Jennings County,IN,0.22,0.225,Low,0.003,0.0,0.573,-85.715006,0.0
Johnson County,IN,0.105,0.44,Very Low,0.0,0.343,0.293,-97.120532,21.4
Knox County,IN,0.357,0.193,Very Low,0.001,0.156,0.337,-99.792932,15.5
Kosciusko County,IN,0.15,0.303,Very Low,0.008,0.216,0.667,-85.848457,17.0
Lake County,IN,0.3,0.269,Very Low,0.001,0.264,0.791,-97.215415,22.2
Lawrence County,IN,0.239,0.233,Very Low,0.001,0.172,0.399,-87.501768,15.6
Madison County,IN,0.302,0.215,Very Low,0.002,0.215,0.227,-95.7565,20.3
Marion County,IN,0.391,0.18,Very Low,0.001,0.175,0.59,-80.220774,18.0
Marshall County,IN,0.164,0.26,Very Low,0.001,0.219,0.616,-80.696027,18.8
Martin County,IN,0.236,0.241,Very Low,0.001,0.222,0.274,-101.793032,19.8
Miami County,IN,0.259,0.234,Very Low,0.01,0.229,0.615,-84.346006,20.8
Monroe County,IN,0.457,0.218,Very Low,0.001,0.159,0.501,-80.795017,14.9
Montgomery County,IN,0.202,0.258,Very Low,0.001,0.254,0.493,-80.488108,21.9
Morgan County,IN,0.182,0.344,Very Low,0.001,0.127,0.593,-78.455275,9.2
Newton County,IN,0.2,0.247,Very Low,0.002,0.218,0.233,-93.601865,19.2
Noble County,IN,0.145,0.281,Very Low,0.001,0.184,0.465,-97.152909,15.1
Ohio County,IN,0.155,0.294,Very Low,0.001,0.163,0.62,-80.597091,13.0
Orange County,IN,0.28,0.175,Very Low,0.003,0.279,0.791,-72.550642,29.1
Parke County,IN,0.314,0.201,Very Low,0.002,0.174,0.597,-87.281589,17.0
Perry County,IN,0.223,0.236,Very Low,0.001,0.197,0.634,-77.133946,17.8
Pike County,IN,0.175,0.237,Very Low,0.002,0.299,0.67,-74.890774,26.9
Porter County,IN,0.186,0.419,Very Low,0.017,0.251,0.678,-87.171223,16.2
Posey County,IN,0.143,0.344,Very Low,0.003,0.187,0.524,-87.89586,13.6
Pulaski County,IN,0.245,0.238,Very Low,0.006,0.0,0.49,-80.595817,0.0
Putnam County,IN,0.232,0.301,Very Low,0.0,0.203,0.547,-81.81221,16.1
Randolph County,IN,0.332,0.179,Very Low,0.003,0.148,0.566,-79.963734,15.2
Ripley County,IN,0.164,0.278,Very Low,0.003,0.145,0.468,-90.82186,12.0
Rush County,IN,0.239,0.253,Very Low,0.002,0.249,0.552,-99.569028,21.6
St. Joseph County,IN,0.302,0.233,Low,0.006,0.147,0.698,-85.319439,13.4
Scott County,IN,0.277,0.196,Very Low,0.0,0.172,0.468,-82.563351,17.0
Shelby County,IN,0.193,0.308,Very Low,0.001,0.117,0.266,-94.245706,9.1
Spencer County,IN,0.136,0.326,Very Low,0.002,0.183,0.528,-85.349486,13.8
Starke County,IN,0.259,0.245,Very Low,0.002,0.208,0.666,-86.594083,18.4
Steuben County,IN,0.152,0.294,Very Low,0.003,0.178,0.724,-77.595873,14.2
Sullivan County,IN,0.295,0.214,Very Low,0.002,0.172,0.46,-82.461254,16.3
Switzerland County,IN,0.284,0.228,Very Low,0.001,0.244,0.563,-84.829401,22.4
Tippecanoe County,IN,0.352,0.265,Low,0.018,0.0,0.628,-87.043236,0.0
Tipton County,IN,0.12,0.324,Very Low,0.002,0.21,0.421,-89.830734,15.9
Union County,IN,0.205,0.215,Very Low,0.001,0.145,0.452,-83.806439,13.7
Vanderburgh County,IN,0.314,0.203,Low,0.018,0.381,0.529,-87.561715,37.0
Vermillion County,IN,0.216,0.209,Very Low,0.002,0.186,0.601,-87.520021,17.8
Vigo County,IN,0.386,0.163,Very Low,0.011,0.185,0.591,-87.266916,19.9
Wabash County,IN,0.195,0.246,Very Low,0.003,0.171,0.648,-85.831158,15.1
Warren County,IN,0.155,0.339,Very Low,0.001,0.155,0.421,-85.860575,11.4
Warrick County,IN,0.093,0.423,Very Low,0.006,0.213,0.531,-87.118799,13.7
Washington County,IN,0.25,0.2,Very Low,0.002,0.247,0.761,-88.047646,24.1
Wayne County,IN,0.332,0.184,Very Low,0.002,0.148,0.537,-82.441558,15.1
Wells County,IN,0.139,0.321,Very Low,0.003,0.0,0.949,-99.652695,0.0
White County,IN,0.17,0.267,Very Low,0.002,0.175,0.438,-85.472439,14.8
Whitley County,IN,0.102,0.323,Very Low,0.003,0.198,0.477,-84.107664,15.0
Adair County,IA,0.193,0.278,Very Low,0.001,0.222,0.534,-84.7074267,18.4
Adams County,IA,0.207,0.245,Very Low,0.0,0.218,0.965,-103.6106598,19.2
Allamakee County,IA,0.168,0.241,Very Low,0.001,0.149,0.754,-91.478137,13.3
Appanoose County,IA,0.298,0.176,Low,0.001,0.0,0.648,-92.88714,0.0
Audubon County,IA,0.157,0.272,Very Low,0.001,0.241,0.693,-94.985948,20.2
Benton County,IA,0.111,0.41,Very Low,0.001,0.293,0.879,-119.044842,19.1
Black Hawk County,IA,0.245,0.266,Low,0.013,0.146,0.717,-92.214193,12.3
Boone County,IA,0.123,0.341,Very Low,0.001,0.149,0.526,-81.71774,11.0
Bremer County,IA,0.1,0.412,Very Low,0.002,0.173,0.734,-92.257894,11.3
Buchanan County,IA,0.157,0.32,Very Low,0.002,0.228,0.496,-82.09488,17.4
Buena Vista County,IA,0.234,0.282,Low,0.002,0.193,0.733,-94.949139,15.8
Butler County,IA,0.132,0.311,Very Low,0.001,0.223,0.657,-79.896456,17.3
Calhoun County,IA,0.207,0.255,Very Low,0.0,0.28,0.125,-96.555402,24.2
Carroll County,IA,0.12,0.346,Very Low,0.001,0.152,0.473,-80.809459,11.1
Cass County,IA,0.239,0.223,Very Low,0.004,0.19,0.318,-94.15323,17.6
Cedar County,IA,0.089,0.361,Very Low,0.001,0.156,0.726,-97.266925,11.0
Cerro Gordo County,IA,0.202,0.265,Very Low,0.004,0.189,0.748,-93.465914,16.0
Cherokee County,IA,0.157,0.291,Very Low,0.022,0.0,0.275,-95.122103,0.0
Chickasaw County,IA,0.116,0.337,Very Low,0.001,0.153,0.355,-88.747692,11.3
Clarke County,IA,0.191,0.258,Very Low,0.002,0.196,0.576,-77.862643,16.9
Clay County,IA,0.186,0.288,Very Low,0.001,0.17,0.355,-98.231798,13.8
Clayton County,IA,0.177,0.25,Very Low,0.002,0.0,0.731,-91.157834,0.0
Clinton County,IA,0.227,0.292,Very Low,0.001,0.141,0.67,-77.742258,11.4
Crawford County,IA,0.266,0.281,Very Low,0.002,0.137,0.746,-90.898947,11.3
Dallas County,IA,0.043,0.568,Very Low,0.007,0.325,0.311,-96.708069,17.0
Davis County,IA,0.211,0.262,Very Low,0.001,0.303,0.662,-112.098224,25.9
Decatur County,IA,0.416,0.16,Very Low,0.001,0.165,0.423,-88.119357,17.8
Delaware County,IA,0.155,0.353,Very Low,0.018,0.217,0.608,-75.344502,15.6
Des Moines County,IA,0.257,0.264,Low,0.004,0.19,0.649,-91.262221,16.2
Dickinson County,IA,0.118,0.33,Very Low,0.003,0.22,0.863,-87.996053,16.5
Dubuque County,IA,0.195,0.339,Very Low,0.01,0.223,0.712,-90.687454,16.4
Emmet County,IA,0.236,0.225,Very Low,0.003,0.323,0.847,-84.805815,29.9
Fayette County,IA,0.216,0.24,Very Low,0.002,0.14,0.524,-81.150437,12.5
Floyd County,IA,0.252,0.255,Very Low,0.004,0.184,0.354,-101.336787,15.9
Franklin County,IA,0.193,0.292,Very Low,0.0,0.203,0.899,-118.556564,16.3
Fremont County,IA,0.198,0.316,Very Low,0.001,0.192,0.753,-108.106792,14.8
Greene County,IA,0.175,0.273,Very Low,0.001,0.166,0.448,-82.819673,13.9
Grundy County,IA,0.066,0.384,Very Low,0.001,0.179,0.413,-85.56558,12.2
Guthrie County,IA,0.159,0.309,Very Low,0.001,0.183,0.686,-94.363701,14.2
Hamilton County,IA,0.173,0.302,Very Low,0.001,0.19,0.256,-98.119669,15.0
Hancock County,IA,0.132,0.329,Very Low,0.002,0.128,0.636,-80.616868,9.6
Hardin County,IA,0.141,0.272,Very Low,0.003,0.227,0.189,-94.399895,18.9
Harrison County,IA,0.148,0.333,Very Low,0.001,0.243,0.581,-80.305443,18.0
Henry County,IA,0.195,0.265,Very Low,0.002,0.106,0.471,-79.894608,9.0
Howard County,IA,0.173,0.269,Very Low,0.001,0.225,0.282,-101.308823,18.9
Humboldt County,IA,0.168,0.289,Very Low,0.001,0.215,0.655,-117.724649,17.4
Ida County,IA,0.164,0.3,Very Low,0.001,0.172,0.72,-95.542877,13.6
Iowa County,IA,0.08,0.391,Very Low,0.002,0.15,0.736,-90.396218,10.1
Jackson County,IA,0.216,0.263,Very Low,0.001,0.162,0.562,-81.708811,13.8
Jasper County,IA,0.134,0.3,Very Low,0.002,0.154,0.211,-93.90007,12.2
Jefferson County,IA,0.27,0.2,Very Low,0.001,0.379,0.579,-77.810685,37.1
Johnson County,IA,0.339,0.338,Very Low,0.0,0.343,0.293,-97.120532,25.3
Jones County,IA,0.175,0.319,Very Low,0.0,0.148,0.303,-99.623217,11.3
Keokuk County,IA,0.198,0.264,Very Low,0.001,0.0,0.676,-92.332761,0.0
Kossuth County,IA,0.186,0.287,Very Low,0.002,0.26,0.741,-94.445676,21.1
Lee County,IA,0.284,0.219,Very Low,0.008,0.155,0.476,-83.057415,14.5
Linn County,IA,0.173,0.342,Very Low,0.012,0.156,0.807,-122.824277,11.5
Louisa County,IA,0.168,0.294,Very Low,0.003,0.257,0.527,-77.906236,20.6
Lucas County,IA,0.257,0.233,Low,0.001,0.245,0.687,-83.706462,22.2
Lyon County,IA,0.091,0.4,Very Low,0.001,0.218,0.586,-119.383178,14.5
Madison County,IA,0.109,0.412,Very Low,0.002,0.215,0.227,-95.7565,14.0
Mahaska County,IA,0.25,0.266,Very Low,0.002,0.124,0.671,-92.786417,10.5
Marion County,IA,0.132,0.335,Very Low,0.001,0.175,0.59,-80.220774,13.0
Marshall County,IA,0.18,0.302,Very Low,0.001,0.219,0.616,-80.696027,17.3
Mills County,IA,0.157,0.385,Very Low,0.0,0.162,0.245,-98.5698,11.0
Mitchell County,IA,0.134,0.373,Very Low,0.002,0.258,0.284,-100.938164,17.9
Monona County,IA,0.223,0.205,Very Low,0.001,0.22,0.7,-95.966024,21.3
Monroe County,IA,0.198,0.245,Very Low,0.001,0.159,0.501,-80.795017,14.0
Montgomery County,IA,0.227,0.197,Very Low,0.001,0.254,0.493,-80.488108,25.0
Muscatine County,IA,0.184,0.296,Low,0.004,0.189,0.682,-91.025481,15.1
O'Brien County,IA,0.132,0.301,Very Low,0.001,0.176,0.746,-95.620903,13.9
Osceola County,IA,0.141,0.306,Very Low,0.001,0.216,0.79,-85.458778,16.9
Page County,IA,0.28,0.233,Very Low,0.002,0.211,0.552,-78.499403,19.2
Palo Alto County,IA,0.186,0.253,Very Low,0.001,0.18,0.744,-94.527183,15.6
Plymouth County,IA,0.111,0.379,Very Low,0.002,0.255,0.688,-70.740024,17.5
Pocahontas County,IA,0.22,0.242,Very Low,0.001,0.0,0.535,-80.015187,0.0
Polk County,IA,0.193,0.364,Very Low,0.0,0.224,0.844,-92.634675,15.8
Pottawattamie County,IA,0.23,0.292,High,0.009,0.194,0.673,-95.68251,15.6
Poweshiek County,IA,0.17,0.291,Very Low,0.002,0.154,0.681,-92.704276,12.4
Ringgold County,IA,0.243,0.223,Very Low,0.0,0.148,0.642,-94.40955,13.7
Sac County,IA,0.17,0.287,Very Low,0.001,0.147,0.721,-95.296271,11.9
Scott County,IA,0.205,0.342,Very Low,0.0,0.172,0.468,-82.563351,12.6
Shelby County,IA,0.132,0.308,Very Low,0.001,0.117,0.266,-94.245706,9.1
Sioux County,IA,0.095,0.388,Very Low,0.0,0.191,0.875,-100.630182,13.0
Story County,IA,0.345,0.28,Very Low,0.009,0.217,0.707,-93.586885,17.9
Tama County,IA,0.177,0.353,Low,0.002,0.201,0.698,-92.714994,14.5
Taylor County,IA,0.257,0.229,Very Low,0.001,0.133,0.582,-80.128512,12.2
Union County,IA,0.248,0.215,Very Low,0.001,0.145,0.452,-83.806439,13.8
Van Buren County,IA,0.282,0.202,Very Low,0.001,0.173,0.717,-86.267118,16.9
Wapello County,IA,0.286,0.212,Very Low,0.004,0.182,0.663,-92.629791,17.3
Warren County,IA,0.1,0.435,Very Low,0.001,0.155,0.421,-85.860575,9.7
Washington County,IA,0.17,0.314,Very Low,0.002,0.247,0.761,-88.047646,19.0
Wayne County,IA,0.295,0.209,Very Low,0.002,0.148,0.537,-82.441558,14.2
Webster County,IA,0.255,0.214,Very Low,0.0,0.0,0.547,-80.373231,0.0
Winnebago County,IA,0.168,0.248,Very Low,0.001,0.171,0.794,-88.659905,15.1
Winneshiek County,IA,0.139,0.351,Very Low,0.002,0.134,0.751,-91.952212,9.7
Woodbury County,IA,0.241,0.271,Low,0.01,0.147,0.723,-95.865276,12.4
Worth County,IA,0.17,0.271,Very Low,0.0,0.078,0.635,-94.614602,6.5
Wright County,IA,0.209,0.262,Very Low,0.013,0.156,0.489,-92.418931,13.3
Allen County,KS,0.352,0.182,Very Low,0.002,0.262,0.647,-84.199651,26.8
Anderson County,KS,0.241,0.237,Very Low,0.002,0.132,0.138,-99.6124226,11.9
Atchison County,KS,0.3,0.225,Very Low,0.001,0.155,0.631,-95.533087,14.3
Barber County,KS,0.175,0.304,Very Low,0.0,0.295,0.504,-98.5515,23.2
Barton County,KS,0.25,0.269,Very Low,0.001,0.18,0.505,-94.278428,15.1
Bourbon County,KS,0.336,0.162,Very Low,0.002,0.155,0.54,-84.142902,16.7
Brown County,KS,0.261,0.233,Very Low,0.0,0.188,0.814,-88.234279,17.0
Butler County,KS,0.164,0.375,Very Low,0.001,0.223,0.657,-79.896456,15.4
Chase County,KS,0.211,0.253,Very Low,0.0,0.227,0.534,-96.562014,19.7
Chautauqua County,KS,0.305,0.189,Very Low,0.0,0.174,0.713,-79.574754,17.5
Cherokee County,KS,0.332,0.165,Very Low,0.022,0.0,0.275,-95.122103,0.0
Cheyenne County,KS,0.202,0.206,Very Low,0.001,0.176,0.662,-102.968591,16.9
Clark County,KS,0.195,0.267,Very Low,0.0,0.15,0.826,-90.598773,12.6
Clay County,KS,0.175,0.276,Very Low,0.001,0.17,0.355,-98.231798,14.1
Coffey County,KS,0.148,0.333,Very Low,0.001,0.186,0.538,-95.742731,13.9
Comanche County,KS,0.182,0.203,Very Low,0.001,0.194,0.262,-98.402529,18.8
Cowley County,KS,0.27,0.242,Low,0.004,0.174,0.501,-97.117677,15.4
Crawford County,KS,0.357,0.148,Very Low,0.002,0.137,0.746,-90.898947,15.3
Decatur County,KS,0.202,0.204,Very Low,0.001,0.165,0.423,-88.119357,16.0
Dickinson County,KS,0.2,0.24,Very Low,0.003,0.22,0.863,-87.996053,19.7
Doniphan County,KS,0.223,0.234,Low,0.001,0.168,0.604,-95.093411,15.2
Douglas County,KS,0.364,0.287,Very Low,0.0,0.107,0.882,-91.799516,8.6
Edwards County,KS,0.164,0.228,Very Low,0.0,0.145,0.524,-99.411378,13.3
Elk County,KS,0.323,0.158,Very Low,0.0,0.148,0.681,-78.686757,16.2
Ellis County,KS,0.195,0.255,Very Low,0.0,0.775,0.287,-97.10224,67.1
Ford County,KS,0.223,0.243,Low,0.001,0.176,0.517,-99.890469,15.7
Franklin County,KS,0.189,0.278,Very Low,0.0,0.203,0.899,-118.556564,16.8
Gove County,KS,0.148,0.23,Very Low,0.0,0.188,0.573,-100.234839,17.2
Graham County,KS,0.2,0.215,Very Low,0.001,0.131,0.412,-83.805451,12.4
Grant County,KS,0.155,0.353,Very Low,0.001,0.187,0.74,-90.97229,13.4
Gray County,KS,0.111,0.402,Very Low,0.001,0.202,0.422,-100.965025,13.4
Greeley County,KS,0.182,0.211,Very Low,0.0,0.167,0.686,-98.362548,15.9
Greenwood County,KS,0.282,0.177,Very Low,0.001,0.0,0.366,-82.105009,0.0
Hamilton County,KS,0.22,0.264,Very Low,0.001,0.19,0.256,-98.119669,16.2
Harper County,KS,0.234,0.233,Very Low,0.0,0.0,0.468,-99.748479,0.0
Harvey County,KS,0.136,0.316,Low,0.003,0.243,0.523,-97.421414,18.7
Haskell County,KS,0.177,0.354,Very Low,0.001,0.179,0.326,-99.673674,12.8
Jackson County,KS,0.18,0.279,Very Low,0.001,0.162,0.562,-81.708811,13.3
Jefferson County,KS,0.13,0.351,Very Low,0.001,0.379,0.579,-77.810685,27.3
Jewell County,KS,0.23,0.197,Very Low,0.0,0.0,0.61,-98.035151,0.0
Johnson County,KS,0.048,0.584,Very Low,0.0,0.343,0.293,-97.120532,17.6
Kearny County,KS,0.184,0.352,Low,0.0,0.174,0.526,-101.133189,12.5
Kingman County,KS,0.184,0.291,Very Low,0.001,0.162,0.503,-98.281653,13.0
Kiowa County,KS,0.209,0.228,Very Low,0.0,0.126,0.385,-98.952306,11.6
Lane County,KS,0.141,0.335,Very Low,0.0,0.28,0.788,-123.116207,20.8
Leavenworth County,KS,0.166,0.374,Low,0.008,0.309,0.581,-94.897884,21.4
Lincoln County,KS,0.207,0.188,Very Low,0.0,0.0,0.736,-110.900716,0.0
Linn County,KS,0.241,0.225,Very Low,0.012,0.156,0.807,-122.824277,14.5
Logan County,KS,0.136,0.248,Very Low,0.0,0.147,0.518,-81.984432,13.0
Lyon County,KS,0.32,0.162,Very Low,0.001,0.218,0.586,-119.383178,23.4
McPherson County,KS,0.095,0.373,Very Low,0.0,0.0,0.551,-97.427721,0.0
Marion County,KS,0.17,0.275,Very Low,0.001,0.175,0.59,-80.220774,14.5
Marshall County,KS,0.166,0.256,Very Low,0.001,0.219,0.616,-80.696027,18.9
Meade County,KS,0.139,0.325,Very Low,0.003,0.194,0.792,-103.33319,14.7
Miami County,KS,0.123,0.383,Very Low,0.01,0.229,0.615,-84.346006,15.6
Mitchell County,KS,0.161,0.247,Very Low,0.002,0.258,0.284,-100.938164,22.7
Montgomery County,KS,0.375,0.198,Very Low,0.001,0.254,0.493,-80.488108,25.0
Morris County,KS,0.168,0.26,Very Low,0.05,0.199,0.313,-94.72588,17.0
Morton County,KS,0.157,0.297,Very Low,0.003,0.196,0.908,-101.422618,15.6
Nemaha County,KS,0.123,0.307,Very Low,0.001,0.159,0.628,-95.675965,12.4
Neosho County,KS,0.352,0.173,Very Low,0.002,0.167,0.506,-95.174822,17.5
Ness County,KS,0.136,0.297,Very Low,0.0,0.143,0.555,-100.169869,11.4
Norton County,KS,0.211,0.216,Very Low,0.001,0.225,0.606,-99.891623,21.3
Osage County,KS,0.211,0.247,Very Low,0.001,0.138,0.476,-96.71331,12.2
Osborne County,KS,0.22,0.2,Very Low,0.0,0.268,0.594,-98.691574,26.2
Ottawa County,KS,0.15,0.266,Very Low,0.004,0.174,0.482,-94.786745,14.8
Pawnee County,KS,0.252,0.238,Very Low,0.0,0.136,0.457,-96.703909,12.2
Phillips County,KS,0.175,0.234,Very Low,0.0,0.091,0.977,-107.341334,8.3
Pottawatomie County,KS,0.107,0.366,Very Low,0.002,0.189,0.409,-96.933445,13.3
Pratt County,KS,0.168,0.289,Low,0.001,0.212,0.511,-98.905266,17.2
Rawlins County,KS,0.189,0.238,Very Low,0.0,0.146,0.609,-100.786007,13.1
Reno County,KS,0.22,0.236,Low,0.006,0.181,0.526,-98.092306,16.3
Republic County,KS,0.177,0.211,Very Low,0.0,0.16,0.604,-97.783995,15.3
Rice County,KS,0.236,0.286,Very Low,0.001,0.323,0.8,-93.063856,26.3
Riley County,KS,0.455,0.231,Very Low,0.007,0.188,0.583,-96.827579,17.1
Rooks County,KS,0.189,0.218,Very Low,0.0,0.14,0.584,-99.584742,13.2
Rush County,KS,0.184,0.204,Very Low,0.002,0.249,0.552,-99.569028,24.1
Russell County,KS,0.223,0.192,Very Low,0.002,0.158,0.48,-82.078511,15.8
Saline County,KS,0.248,0.235,Very Low,0.001,0.187,0.641,-97.114886,16.9
Scott County,KS,0.098,0.324,Very Low,0.0,0.172,0.468,-82.563351,13.0
Sedgwick County,KS,0.268,0.273,Very Low,0.0,0.257,0.505,-97.235365,21.4
Seward County,KS,0.264,0.222,Very Low,0.002,0.204,0.652,-97.096095,19.0
Shawnee County,KS,0.245,0.276,Low,0.018,0.231,0.574,-95.943336,19.2
Sheridan County,KS,0.17,0.275,Very Low,0.0,0.197,0.825,-107.166066,16.4
Sherman County,KS,0.298,0.19,Very Low,0.0,0.197,0.455,-102.073915,19.7
Smith County,KS,0.2,0.204,Very Low,0.002,0.26,0.282,-95.305886,25.3
Stafford County,KS,0.214,0.235,Very Low,0.014,0.274,0.535,-98.794282,24.7
Stanton County,KS,0.17,0.315,Very Low,0.001,0.158,0.697,-97.212275,12.2
Stevens County,KS,0.18,0.358,Very Low,0.001,0.156,0.965,-117.724457,11.1
Sumner County,KS,0.189,0.277,Very Low,0.002,0.294,0.462,-86.605692,24.3
Thomas County,KS,0.17,0.269,Very Low,0.0,0.148,0.698,-100.574729,12.5
Wabaunsee County,KS,0.111,0.334,Very Low,0.001,0.25,0.574,-96.028135,18.6
Wallace County,KS,0.205,0.248,Very Low,0.0,0.077,0.566,-101.59299,6.8
Washington County,KS,0.166,0.226,Very Low,0.002,0.247,0.761,-88.047646,22.8
Wichita County,KS,0.17,0.291,Very Low,0.0,0.236,0.353,-98.68323,19.0
Wilson County,KS,0.277,0.18,Very Low,0.005,0.206,0.15,-97.963888,21.2
Woodson County,KS,0.366,0.141,Very Low,0.0,0.123,0.518,-95.949608,14.1
Wyandotte County,KS,0.42,0.183,Medium,0.016,0.223,0.574,-94.818818,22.8
Adair County,KY,0.541,0.088,Very Low,0.001,0.222,0.534,-84.7074267,29.6
Allen County,KY,0.373,0.188,Very Low,0.002,0.262,0.647,-84.199651,26.4
Anderson County,KY,0.166,0.317,Very Low,0.002,0.132,0.138,-99.6124226,10.2
Ballard County,KY,0.266,0.208,Very Low,0.001,0.19,0.483,-88.832446,18.3
Barren County,KY,0.361,0.166,Very Low,0.004,0.186,0.488,-86.048077,19.8
Bath County,KY,0.489,0.119,Very Low,0.001,0.125,0.536,-83.925106,15.1
Bell County,KY,0.939,0.01,Very Low,0.003,0.336,0.232,-97.780019,59.6
Boone County,KY,0.109,0.446,Very Low,0.001,0.149,0.526,-81.71774,9.2
Bourbon County,KY,0.259,0.228,Very Low,0.002,0.155,0.54,-84.142902,14.2
Boyd County,KY,0.389,0.199,Very Low,0.0,0.173,0.741,-99.097,17.0
Boyle County,KY,0.314,0.171,Very Low,0.003,0.183,0.512,-84.950771,19.3
Breckinridge County,KY,0.355,0.189,Very Low,0.002,0.139,0.522,-86.285528,14.0
Bullitt County,KY,0.141,0.309,Very Low,0.008,0.197,0.529,-85.556024,15.3
Butler County,KY,0.414,0.162,Very Low,0.001,0.223,0.657,-79.896456,24.0
Caldwell County,KY,0.35,0.16,Very Low,0.008,0.0,0.177,-97.937735,0.0
Campbell County,KY,0.25,0.28,Very Low,0.0,0.298,0.775,-105.496241,24.5
Carlisle County,KY,0.259,0.197,Very Low,0.0,0.134,0.479,-89.008943,13.2
Carroll County,KY,0.323,0.229,Very Low,0.001,0.152,0.473,-80.809459,13.9
Carter County,KY,0.37,0.139,Very Low,0.0,0.145,0.455,-82.232529,16.6
Christian County,KY,0.384,0.165,Very Low,0.003,0.238,0.486,-93.217803,25.4
Clark County,KY,0.273,0.31,Very Low,0.0,0.15,0.826,-90.598773,11.6
Clay County,KY,0.986,0.011,Very Low,0.001,0.17,0.355,-98.231798,30.2
Clinton County,KY,0.523,0.061,Very Low,0.001,0.141,0.67,-77.742258,20.6
Crittenden County,KY,0.359,0.168,Very Low,0.001,0.148,0.503,-88.244822,15.7
Cumberland County,KY,0.486,0.079,Very Low,0.001,0.269,0.497,-78.399326,37.0
Daviess County,KY,0.261,0.251,Very Low,0.001,0.176,0.607,-93.776157,15.4
Fayette County,KY,0.357,0.282,Very Low,0.002,0.14,0.524,-81.150437,11.5
Fleming County,KY,0.377,0.234,Very Low,0.001,0.152,0.545,-83.740487,13.7
Floyd County,KY,0.593,0.078,Very Low,0.004,0.184,0.354,-101.336787,25.3
Franklin County,KY,0.234,0.268,Very Low,0.0,0.203,0.899,-118.556564,17.1
Fulton County,KY,0.614,0.077,Very Low,0.002,0.0,0.615,-78.192598,0.0
Gallatin County,KY,0.264,0.241,Very Low,0.001,0.232,0.863,-111.648915,20.8
Garrard County,KY,0.309,0.215,Very Low,0.002,0.163,0.511,-84.583209,15.4
Grant County,KY,0.295,0.218,Very Low,0.001,0.187,0.74,-90.97229,17.5
Graves County,KY,0.293,0.161,Very Low,0.004,0.221,0.469,-88.741052,23.9
Grayson County,KY,0.443,0.137,Very Low,0.003,0.158,0.468,-81.149248,18.2
Green County,KY,0.389,0.129,Very Low,0.001,0.184,0.731,-89.590257,21.7
Greenup County,KY,0.305,0.221,Very Low,0.004,0.153,0.551,-82.779018,14.3
Hancock County,KY,0.236,0.292,Very Low,0.002,0.128,0.636,-80.616868,10.3
Hardin County,KY,0.264,0.26,Very Low,0.003,0.227,0.189,-94.399895,19.4
Harlan County,KY,0.73,0.044,Very Low,0.0,0.121,0.619,-99.4551,18.8
Harrison County,KY,0.291,0.234,Very Low,0.001,0.243,0.581,-80.305443,22.0
Hart County,KY,0.423,0.115,Very Low,0.002,0.133,0.496,-85.899294,16.3
Henderson County,KY,0.309,0.222,Very Low,0.011,0.241,0.277,-95.570391,22.5
Henry County,KY,0.325,0.242,Very Low,0.002,0.106,0.471,-79.894608,9.4
Hickman County,KY,0.323,0.175,Very Low,0.0,0.168,0.438,-87.344979,17.5
Hopkins County,KY,0.341,0.212,Very Low,0.005,0.217,0.326,-95.536066,20.6
Jackson County,KY,0.632,0.074,Very Low,0.001,0.162,0.562,-81.708811,22.5
Jefferson County,KY,0.273,0.275,Very Low,0.001,0.379,0.579,-77.810685,31.5
Jessamine County,KY,0.339,0.262,Very Low,0.005,0.206,0.522,-84.662041,17.6
Johnson County,KY,0.511,0.128,Very Low,0.0,0.343,0.293,-97.120532,40.5
Kenton County,KY,0.214,0.289,Very Low,0.016,0.398,0.564,-84.6152,32.2
