County,State,Pov_Pct_All,Median_Income,Crime_Rate_per_100000,Population,Mean_Rent,Latitude,Longitude,Pct_Income_as_Rent
Autauga County,AL,0.211,0.327,Very Low,0.005,0.1,0.363,-87.5492688,7.5
Baldwin County,AL,0.216,0.286,Very Low,0.019,0.183,0.314,-83.248796,14.9
Barbour County,AL,0.65,0.083,Very Low,0.003,0.179,0.508,-81.5793264,24.3
Bibb County,AL,0.427,0.174,Very Low,0.002,0.181,0.305,-83.679411,19.0
Blount County,AL,0.257,0.268,Very Low,0.006,0.197,0.432,-83.868542,16.6
Butler County,AL,0.509,0.107,Very Low,0.001,0.223,0.657,-79.896456,28.0
Calhoun County,AL,0.377,0.186,Very Low,0.0,0.28,0.125,-96.555402,28.3
Chambers County,AL,0.432,0.123,Very Low,0.004,0.426,0.177,-94.885527,51.0
Cherokee County,AL,0.364,0.158,Very Low,0.022,0.0,0.275,-95.122103,0.0
Chilton County,AL,0.382,0.193,Low,0.004,0.0,0.317,-86.745644,0.0
Choctaw County,AL,0.477,0.118,Very Low,0.001,0.125,0.356,-95.696291,15.2
Clarke County,AL,0.427,0.14,Very Low,0.002,0.196,0.576,-77.862643,22.3
Clay County,AL,0.341,0.155,Very Low,0.001,0.17,0.355,-98.231798,18.7
Cleburne County,AL,0.352,0.187,Very Low,0.001,0.158,0.414,-92.214364,16.0
Coffee County,AL,0.291,0.233,Low,0.005,0.257,0.421,-86.083241,23.4
Colbert County,AL,0.334,0.177,Low,0.005,0.206,0.387,-87.633774,21.3
Conecuh County,AL,0.566,0.069,Medium,0.001,0.0,0.249,-86.725954,0.0
Coosa County,AL,0.384,0.128,Very Low,0.001,0.086,0.307,-86.208345,10.2
Covington County,AL,0.43,0.131,Very Low,0.002,0.128,0.241,-86.544609,15.1
Crenshaw County,AL,0.375,0.135,Low,0.001,0.131,0.257,-86.302008,15.2
Cullman County,AL,0.364,0.159,Very Low,0.008,0.218,0.362,-86.611799,23.6
Dale County,AL,0.343,0.217,Low,0.005,0.196,0.239,-85.537836,18.5
Dallas County,AL,0.709,0.066,Very Low,0.007,0.325,0.311,-96.708069,46.7
DeKalb County,AL,0.391,0.14,Very Low,0.001,0.162,0.439,-85.821149,18.5
Elmore County,AL,0.241,0.298,Very Low,0.003,0.228,0.748,-115.696992,18.1
Escambia County,AL,0.477,0.135,Medium,0.004,0.226,0.199,-87.29402,26.1
Etowah County,AL,0.355,0.187,Low,0.01,0.193,0.362,-86.058499,19.5
Fayette County,AL,0.386,0.138,Very Low,0.002,0.14,0.524,-81.150437,16.1
Franklin County,AL,0.402,0.152,Very Low,0.0,0.203,0.899,-118.556564,22.4
Geneva County,AL,0.432,0.13,Low,0.003,0.0,0.233,-85.475891,0.0
Greene County,AL,0.78,0.024,Very Low,0.001,0.166,0.448,-82.819673,27.9
Hale County,AL,0.57,0.122,Very Low,0.002,0.206,0.312,-87.627545,24.7
Henry County,AL,0.309,0.19,Very Low,0.002,0.106,0.471,-79.894608,10.6
Houston County,AL,0.339,0.201,Very Low,0.002,0.188,0.241,-95.18537,18.4
Jackson County,AL,0.341,0.168,Very Low,0.001,0.162,0.562,-81.708811,17.1
Jefferson County,AL,0.332,0.248,Very Low,0.001,0.379,0.579,-77.810685,33.4
Lamar County,AL,0.484,0.132,Very Low,0.006,0.154,0.335,-95.724933,17.9
Lauderdale County,AL,0.316,0.195,Very Low,0.009,0.179,0.43,-89.534107,17.7
Lawrence County,AL,0.348,0.183,Very Low,0.001,0.172,0.399,-87.501768,17.5
Lee County,AL,0.4,0.229,Very Low,0.008,0.155,0.476,-83.057415,14.2
Limestone County,AL,0.248,0.312,Very Low,0.009,0.183,0.248,-96.528061,14.1
Lowndes County,AL,0.723,0.08,Very Low,0.006,0.306,0.332,-88.34318,41.9
Macon County,AL,0.655,0.064,Very Low,0.003,0.133,0.464,-85.848095,19.1
Madison County,AL,0.225,0.352,Very Low,0.002,0.215,0.227,-95.7565,15.5
Marengo County,AL,0.452,0.121,Low,0.002,0.184,0.28,-87.623706,22.2
Marion County,AL,0.373,0.117,Very Low,0.001,0.175,0.59,-80.220774,21.3
Marshall County,AL,0.38,0.172,Very Low,0.001,0.219,0.616,-80.696027,23.0
Mobile County,AL,0.341,0.191,Low,0.041,0.205,0.216,-88.131418,20.5
Monroe County,AL,0.573,0.119,Very Low,0.001,0.159,0.501,-80.795017,19.2
Montgomery County,AL,0.441,0.192,Very Low,0.001,0.254,0.493,-80.488108,25.4
Morgan County,AL,0.295,0.236,Very Low,0.001,0.127,0.593,-78.455275,11.4
Perry County,AL,0.832,0.032,Very Low,0.001,0.197,0.634,-77.133946,32.0
Pickens County,AL,0.475,0.1,Very Low,0.003,0.272,0.384,-82.812407,35.0
Pike County,AL,0.511,0.112,Very Low,0.002,0.299,0.67,-74.890774,37.0
Randolph County,AL,0.348,0.14,Very Low,0.003,0.148,0.566,-79.963734,16.9
Russell County,AL,0.445,0.128,Very Low,0.002,0.158,0.48,-82.078511,18.6
St. Clair County,AL,0.205,0.298,Very Low,0.009,0.133,0.529,-93.698005,10.6
Shelby County,AL,0.116,0.466,Very Low,0.001,0.117,0.266,-94.245706,7.0
Sumter County,AL,0.677,0.029,Very Low,0.011,0.336,0.354,-80.52594,55.2
Talladega County,AL,0.432,0.146,Low,0.008,0.198,0.32,-86.256886,22.2
Tuscaloosa County,AL,0.377,0.242,Low,0.02,0.24,0.322,-87.5283,21.3
Walker County,AL,0.391,0.14,Very Low,0.007,0.187,0.397,-85.289568,21.4
Washington County,AL,0.432,0.192,Very Low,0.002,0.247,0.761,-88.047646,24.6
Wilcox County,AL,0.677,0.001,Very Low,0.001,0.16,0.267,-83.456882,29.6
Winston County,AL,0.352,0.132,Very Low,0.002,0.157,0.312,-89.063532,18.3
Apache County,AZ,0.786,0.079,Very Low,0.007,0.0,0.289,-114.6193128,0.0
Cochise County,AZ,0.307,0.2,Medium,0.013,0.162,0.28,-109.835734,15.9
Coconino County,AZ,0.366,0.282,Low,0.014,0.187,0.398,-110.700842,15.3
Gila County,AZ,0.407,0.179,Very Low,0.005,0.167,0.311,-110.761707,17.2
Graham County,AZ,0.443,0.207,Very Low,0.001,0.131,0.412,-83.805451,12.6
Greenlee County,AZ,0.152,0.349,Medium,0.001,0.193,0.308,-109.19605,14.0
La Paz County,AZ,0.427,0.116,Low,0.002,0.137,0.348,-113.543231,16.8
Maricopa County,AZ,0.293,0.322,Low,0.4,0.0,0.345,-112.525091,0.0
Mohave County,AZ,0.318,0.17,Very Low,0.02,0.162,0.392,-114.146145,17.1
Navajo County,AZ,0.561,0.143,Low,0.011,0.214,0.374,-110.098534,24.2
Pima County,AZ,0.348,0.235,Low,0.099,0.0,0.285,-110.700994,0.0
Pinal County,AZ,0.282,0.272,Very Low,0.039,0.157,0.318,-111.816729,13.1
Santa Cruz County,AZ,0.477,0.116,Very Low,0.005,0.355,0.488,-122.04136,43.3
Yavapai County,AZ,0.266,0.236,Low,0.021,0.19,0.412,-112.857246,17.1
Yuma County,AZ,0.402,0.17,Very Low,0.001,0.195,0.617,-102.228622,20.5
Arkansas County,AR,0.393,0.178,Medium,0.002,0.31,0.404,-93.2782641,32.1
Ashley County,AR,0.368,0.165,Very Low,0.002,0.169,0.318,-92.016978,18.1
Baxter County,AR,0.295,0.136,Very Low,0.004,0.207,0.451,-92.276531,23.9
Benton County,AR,0.168,0.363,Very Low,0.001,0.293,0.879,-119.044842,20.7
Boone County,AR,0.298,0.175,Very Low,0.001,0.149,0.526,-81.71774,15.5
Bradley County,AR,0.559,0.14,Very Low,0.001,0.212,0.403,-84.909587,24.2
Calhoun County,AR,0.302,0.171,Very Low,0.0,0.28,0.125,-96.555402,29.4
Carroll County,AR,0.3,0.143,Very Low,0.001,0.152,0.473,-80.809459,17.2
Chicot County,AR,0.636,0.069,Medium,0.001,0.155,0.334,-91.432296,22.0
Clark County,AR,0.434,0.145,Very Low,0.0,0.15,0.826,-90.598773,16.8
Clay County,AR,0.395,0.121,Very Low,0.001,0.17,0.355,-98.231798,20.6
Cleburne County,AR,0.277,0.204,Very Low,0.001,0.158,0.414,-92.214364,15.4
Cleveland County,AR,0.334,0.206,Very Low,0.001,0.263,0.402,-97.282809,25.3
Columbia County,AR,0.464,0.147,Very Low,0.013,0.204,0.762,-89.240512,22.8
Conway County,AR,0.327,0.202,Very Low,0.002,0.159,0.402,-92.773566,15.5
Craighead County,AR,0.316,0.19,Low,0.01,0.21,0.433,-90.679033,21.1
Crawford County,AR,0.25,0.23,Very Low,0.002,0.137,0.746,-90.898947,12.5
Crittenden County,AR,0.511,0.141,Very Low,0.001,0.148,0.503,-88.244822,16.9
Cross County,AR,0.411,0.158,Low,0.002,0.2,0.408,-90.788362,21.7
Dallas County,AR,0.407,0.102,Very Low,0.007,0.325,0.311,-96.708069,41.6
Desha County,AR,0.625,0.079,Low,0.001,0.274,0.35,-91.25727,37.6
Drew County,AR,0.405,0.16,Low,0.002,0.179,0.329,-91.470406,19.4
Faulkner County,AR,0.259,0.274,Low,0.012,0.197,0.412,-92.336747,16.4
Franklin County,AR,0.336,0.185,Very Low,0.0,0.203,0.899,-118.556564,20.6
Fulton County,AR,0.364,0.115,Very Low,0.002,0.0,0.615,-78.192598,0.0
Grant County,AR,0.223,0.24,Very Low,0.001,0.187,0.74,-90.97229,16.7
Greene County,AR,0.311,0.205,Very Low,0.001,0.166,0.448,-82.819673,16.1
Hempstead County,AR,0.47,0.113,Medium,0.002,0.0,0.348,-93.720824,0.0
Hot Spring County,AR,0.395,0.165,Very Low,0.003,0.183,0.372,-92.809575,19.5
Howard County,AR,0.348,0.1,Very Low,0.001,0.225,0.282,-101.308823,28.8
Independence County,AR,0.332,0.149,Low,0.004,0.161,0.43,-91.500105,17.9
Izard County,AR,0.373,0.121,Very Low,0.001,0.127,0.438,-91.938513,15.2
Jackson County,AR,0.548,0.094,Very Low,0.001,0.162,0.562,-81.708811,21.1
Jefferson County,AR,0.525,0.137,Very Low,0.001,0.379,0.579,-77.810685,43.7
Johnson County,AR,0.418,0.126,Very Low,0.0,0.343,0.293,-97.120532,40.7
Lafayette County,AR,0.439,0.106,Very Low,0.005,0.204,0.727,-89.857206,25.6
Lawrence County,AR,0.461,0.116,Very Low,0.001,0.172,0.399,-87.501768,21.0
Lee County,AR,0.739,0.054,Very Low,0.008,0.155,0.476,-83.057415,23.1
Lincoln County,AR,0.493,0.168,Very Low,0.0,0.0,0.736,-110.900716,0.0
Little River County,AR,0.375,0.159,Low,0.001,0.155,0.337,-94.044735,16.8
Logan County,AR,0.389,0.146,Very Low,0.0,0.147,0.518,-81.984432,16.5
Lonoke County,AR,0.193,0.324,Low,0.007,0.199,0.398,-91.957405,15.1
Madison County,AR,0.35,0.176,Very Low,0.002,0.215,0.227,-95.7565,22.3
Marion County,AR,0.35,0.117,Very Low,0.001,0.175,0.59,-80.220774,21.3
Miller County,AR,0.43,0.156,Very Low,0.002,0.184,0.537,-92.46004,20.1
Mississippi County,AR,0.52,0.116,Medium,0.001,0.0,0.48,-89.535886,0.0
Monroe County,AR,0.625,0.077,Very Low,0.001,0.159,0.501,-80.795017,21.9
Montgomery County,AR,0.418,0.145,Very Low,0.001,0.254,0.493,-80.488108,28.6
Nevada County,AR,0.468,0.126,Very Low,0.001,0.398,0.585,-120.193941,47.2
Newton County,AR,0.473,0.105,Very Low,0.002,0.218,0.233,-93.601865,27.6
Ouachita County,AR,0.441,0.147,Low,0.002,0.135,0.33,-93.06959,15.1
Perry County,AR,0.305,0.195,Very Low,0.001,0.197,0.634,-77.133946,19.5
Phillips County,AR,0.77,0.052,Very Low,0.0,0.091,0.977,-107.341334,13.8
Pike County,AR,0.343,0.13,Very Low,0.002,0.299,0.67,-74.890774,35.1
Poinsett County,AR,0.466,0.096,Low,0.002,0.147,0.424,-90.333336,19.0
Polk County,AR,0.477,0.115,Very Low,0.0,0.224,0.844,-92.634675,27.4
Pope County,AR,0.395,0.176,Very Low,0.0,0.0,0.859,-95.167978,0.0
Prairie County,AR,0.368,0.161,Very Low,0.001,0.156,0.906,-105.312483,16.8
Pulaski County,AR,0.364,0.229,Very Low,0.006,0.0,0.49,-80.595817,0.0
Randolph County,AR,0.323,0.115,Very Low,0.003,0.148,0.566,-79.963734,18.1
St. Francis County,AR,0.62,0.085,Low,0.003,0.167,0.399,-90.681357,22.5
Saline County,AR,0.166,0.33,Very Low,0.001,0.187,0.641,-97.114886,14.0
Scott County,AR,0.395,0.128,Very Low,0.0,0.172,0.468,-82.563351,20.3
Sevier County,AR,0.395,0.184,Very Low,0.002,0.207,0.567,-111.866596,21.0
Sharp County,AR,0.482,0.089,Very Low,0.002,0.133,0.455,-91.480005,17.7
Stone County,AR,0.411,0.089,Very Low,0.002,0.241,0.467,-93.397142,32.1
Union County,AR,0.37,0.187,Very Low,0.001,0.145,0.452,-83.806439,14.7
Van Buren County,AR,0.355,0.15,Very Low,0.001,0.173,0.717,-86.267118,19.2
Washington County,AR,0.307,0.228,Very Low,0.002,0.247,0.761,-88.047646,22.6
White County,AR,0.37,0.19,Very Low,0.002,0.175,0.438,-85.472439,17.5
Woodruff County,AR,0.509,0.079,Very Low,0.001,0.149,0.409,-91.2353,20.5
Yell County,AR,0.327,0.141,Very Low,0.002,0.139,0.398,-93.298056,15.9
Alameda County,CA,0.184,0.569,Medium,0.158,0.208,0.59,-121.1826541,10.9
Alpine County,CA,0.355,0.272,Medium,0.0,0.534,0.562,-119.803267,44.7
Amador County,CA,0.22,0.32,Low,0.004,0.398,0.551,-120.747469,30.3
Butte County,CA,0.409,0.218,Very Low,0.0,0.183,0.814,-103.553842,17.2
Calaveras County,CA,0.218,0.287,Very Low,0.004,0.206,0.545,-120.537338,16.7
Colusa County,CA,0.223,0.274,Very Low,0.002,0.205,0.586,-122.544468,17.1
Contra Costa County,CA,0.155,0.584,Low,0.109,0.396,0.527,-122.087298,20.3
Del Norte County,CA,0.452,0.156,Low,0.003,0.217,0.69,-124.066113,23.7
El Dorado County,CA,0.13,0.511,Very Low,0.018,0.29,0.559,-120.796965,16.3
Fresno County,CA,0.495,0.23,Low,0.095,0.283,0.463,-120.393534,25.9
Glenn County,CA,0.343,0.201,Very Low,0.003,0.221,0.592,-122.199178,21.6
Humboldt County,CA,0.398,0.173,Very Low,0.001,0.215,0.655,-117.724649,22.4
Imperial County,CA,0.475,0.165,Very Low,0.018,0.134,0.301,-114.637798,14.3
Inyo County,CA,0.205,0.28,Low,0.002,0.0,0.436,-117.335676,0.0
Kern County,CA,0.42,0.274,Low,0.086,0.165,0.429,-118.472683,13.7
Kings County,CA,0.432,0.229,Low,0.015,0.274,0.454,-119.798256,25.1
Lake County,CA,0.389,0.147,Very Low,0.001,0.264,0.791,-97.215415,29.6
Lassen County,CA,0.311,0.308,Low,0.003,0.226,0.626,-121.004754,17.6
Los Angeles County,CA,0.302,0.351,Low,1.0,0.285,0.352,-118.301838,20.5
Madera County,CA,0.436,0.23,Medium,0.015,0.0,0.48,-119.796684,0.0
Marin County,CA,0.093,0.747,Very Low,0.026,1.0,0.523,-122.639317,42.6
Mariposa County,CA,0.268,0.211,Low,0.002,0.078,0.516,-119.577626,7.5
Mendocino County,CA,0.384,0.197,Low,0.009,0.229,0.588,-123.348889,22.6
Merced County,CA,0.511,0.194,Medium,0.026,0.323,0.488,-120.91448,32.1
Modoc County,CA,0.384,0.151,Medium,0.001,0.0,0.699,-120.300964,0.0
Mono County,CA,0.177,0.302,Low,0.001,0.302,0.555,-119.518466,23.8
Monterey County,CA,0.27,0.361,Low,0.043,0.297,0.447,-121.021732,21.1
Napa County,CA,0.152,0.483,Low,0.014,0.415,0.54,-122.30117,24.3
Nevada County,CA,0.205,0.337,Very Low,0.001,0.398,0.585,-120.193941,29.4
Orange County,CA,0.211,0.535,Very Low,0.003,0.279,0.791,-72.550642,15.2
Placer County,CA,0.118,0.518,Very Low,0.037,0.337,0.573,-120.144735,18.8
Plumas County,CA,0.236,0.232,Low,0.002,0.0,0.615,-121.040363,0.0
Riverside County,CA,0.291,0.34,Low,0.229,0.473,0.35,-117.368605,34.8
Sacramento County,CA,0.307,0.348,Low,0.146,0.305,0.552,-121.468632,22.1
San Benito County,CA,0.134,0.521,Low,0.006,0.467,0.475,-121.310608,26.0
San Bernardino County,CA,0.352,0.297,Low,0.208,0.325,0.37,-117.627453,25.8
San Diego County,CA,0.239,0.429,Low,0.321,0.38,0.32,-117.238608,24.1
San Joaquin County,CA,0.32,0.296,High,0.07,0.0,0.529,-121.184555,0.0
San Luis Obispo County,CA,0.25,0.377,Low,0.028,0.643,0.399,-120.552393,44.3
San Mateo County,CA,0.114,0.76,Very Low,0.075,0.688,0.503,-122.203416,29.0
Santa Barbara County,CA,0.277,0.39,Low,0.043,0.467,0.386,-120.461933,31.6
Santa Clara County,CA,0.111,0.77,Very Low,0.186,0.532,0.501,-122.026316,22.2
Santa Cruz County,CA,0.273,0.407,Very Low,0.005,0.355,0.488,-122.04136,23.3
Shasta County,CA,0.355,0.224,Medium,0.018,0.304,0.635,-121.855665,28.2
Sierra County,CA,0.236,0.239,Low,0.001,0.143,0.322,-107.269324,12.8
Siskiyou County,CA,0.436,0.141,Very Low,0.004,0.262,0.667,-122.136221,29.8
Solano County,CA,0.195,0.43,Low,0.042,0.417,0.538,-122.010066,26.4
Sonoma County,CA,0.173,0.423,Low,0.049,0.457,0.54,-122.459831,29.3
Stanislaus County,CA,0.366,0.282,Low,0.052,0.314,0.52,-120.914343,25.8
Sutter County,CA,0.32,0.271,Low,0.009,0.287,0.576,-121.639661,24.0
Tehama County,CA,0.434,0.169,Low,0.006,0.297,0.613,-122.42834,31.4
Trinity County,CA,0.37,0.143,Very Low,0.001,0.238,0.223,-95.373564,26.9
Tulare County,CA,0.541,0.192,Low,0.045,0.202,0.452,-119.090352,20.2
Tuolumne County,CA,0.252,0.294,Very Low,0.005,0.22,0.525,-120.242273,17.6
Ventura County,CA,0.148,0.547,Very Low,0.084,0.542,0.363,-118.874235,29.1
Yolo County,CA,0.32,0.348,Very Low,0.02,0.322,0.559,-121.809313,23.3
Yuba County,CA,0.414,0.229,Low,0.007,0.431,0.579,-121.292916,39.5
Adams County,CO,0.214,0.389,Very Low,0.0,0.218,0.965,-103.6106598,14.7
Alamosa County,CO,0.468,0.167,Very Low,0.002,0.182,0.504,-105.876956,19.3
Arapahoe County,CO,0.132,0.429,Low,0.061,0.435,0.6,-104.576584,27.6
Archuleta County,CO,0.22,0.267,Very Low,0.001,0.282,0.485,-107.421744,23.8
Baca County,CO,0.395,0.121,Very Low,0.0,0.148,0.501,-102.279933,17.8
Bent County,CO,0.757,0.133,Very Low,0.001,0.196,0.53,-103.223229,22.8
Boulder County,CO,0.202,0.481,Very Low,0.031,0.0,0.616,-105.369587,0.0
Cheyenne County,CO,0.189,0.269,Very Low,0.001,0.176,0.662,-102.968591,14.8
Clear Creek County,CO,0.141,0.431,Very Low,0.001,0.245,0.6,-105.726666,15.5
Costilla County,CO,0.564,0.049,Very Low,0.0,0.097,0.493,-105.422469,14.7
Crowley County,CO,0.93,0.121,Very Low,0.001,0.16,0.537,-103.756679,19.3
Custer County,CO,0.266,0.205,Very Low,0.0,0.172,0.769,-103.594582,16.7
Delta County,CO,0.282,0.191,Very Low,0.003,0.163,0.331,-95.853057,16.3
Dolores County,CO,0.261,0.213,Very Low,0.0,0.256,0.514,-108.031434,24.4
Douglas County,CO,0.0,0.845,Very Low,0.0,0.107,0.882,-91.799516,4.1
Eagle County,CO,0.095,0.508,Very Low,0.005,0.35,0.593,-106.381727,19.8
Elbert County,CO,0.057,0.654,Very Low,0.002,0.256,0.576,-104.081754,12.1
El Paso County,CO,0.173,0.361,Low,0.065,0.202,0.267,-106.57503,14.3
Fremont County,CO,0.314,0.185,Very Low,0.001,0.192,0.753,-108.106792,19.5
Garfield County,CO,0.157,0.404,Very Low,0.0,0.189,0.892,-117.596667,12.5
Gilpin County,CO,0.105,0.432,Low,0.001,0.0,0.61,-105.51355,0.0
Grand County,CO,0.111,0.359,Very Low,0.001,0.0,0.569,-109.703719,0.0
Gunnison County,CO,0.207,0.24,Low,0.002,0.438,0.573,-107.190467,39.2
Jackson County,CO,0.239,0.233,Very Low,0.001,0.162,0.562,-81.708811,14.7
Jefferson County,CO,0.102,0.469,Very Low,0.001,0.379,0.579,-77.810685,22.7
Kiowa County,CO,0.239,0.187,Very Low,0.0,0.126,0.385,-98.952306,12.7
Kit Carson County,CO,0.2,0.206,Very Low,0.001,0.202,0.583,-102.743352,19.5
Lake County,CO,0.28,0.223,Very Low,0.001,0.264,0.791,-97.215415,24.5
La Plata County,CO,0.136,0.367,Very Low,0.005,0.328,0.494,-107.594814,23.0
Larimer County,CO,0.2,0.408,Very Low,0.032,0.419,0.643,-105.005699,27.5
Las Animas County,CO,0.361,0.155,Very Low,0.001,0.148,0.489,-104.672861,16.2
Lincoln County,CO,0.364,0.197,Very Low,0.0,0.0,0.736,-110.900716,0.0
Logan County,CO,0.275,0.227,Very Low,0.0,0.147,0.518,-81.984432,13.6
Mesa County,CO,0.243,0.277,Low,0.015,0.355,0.574,-108.655022,29.4
Mineral County,CO,0.136,0.268,Very Low,0.0,0.173,0.597,-78.761355,14.6
Montezuma County,CO,0.361,0.195,Very Low,0.003,0.109,0.493,-108.726461,10.8
Montrose County,CO,0.325,0.233,Very Low,0.004,0.21,0.553,-107.982841,19.1
Morgan County,CO,0.198,0.254,Very Low,0.001,0.127,0.593,-78.455275,11.0
Otero County,CO,0.391,0.117,Very Low,0.002,0.164,0.315,-106.017299,20.0
Ouray County,CO,0.136,0.364,Very Low,0.0,0.0,0.531,-107.695234,0.0
Park County,CO,0.132,0.392,Very Low,0.002,0.183,0.792,-108.860971,12.3
Phillips County,CO,0.175,0.249,Very Low,0.0,0.091,0.977,-107.341334,8.0
Pitkin County,CO,0.082,0.522,Very Low,0.002,0.0,0.584,-106.656275,0.0
Prowers County,CO,0.368,0.179,Very Low,0.001,0.201,0.534,-102.719248,20.7
Pueblo County,CO,0.373,0.171,Low,0.016,0.193,0.537,-104.588188,20.2
San Juan County,CO,0.277,0.2,Very Low,0.002,0.176,0.548,-109.420972,17.2
San Miguel County,CO,0.173,0.387,Very Low,0.001,0.0,0.418,-105.284209,0.0
Sedgwick County,CO,0.232,0.169,Very Low,0.0,0.257,0.505,-97.235365,27.1
Summit County,CO,0.12,0.454,Very Low,0.003,0.258,0.641,-111.272208,15.8
Teller County,CO,0.123,0.42,Very Low,0.002,0.322,0.57,-105.059533,20.7
Washington County,CO,0.182,0.24,Very Low,0.002,0.247,0.761,-88.047646,22.1
Weld County,CO,0.18,0.452,Very Low,0.027,0.353,0.633,-104.923106,21.7
Yuma County,CO,0.243,0.253,Very Low,0.001,0.195,0.617,-102.228622,17.0
Fairfield County,CT,0.127,0.616,Very Low,0.015,0.162,0.371,-81.090658,8.0
Hartford County,CT,0.175,0.45,Low,0.09,0.493,0.694,-72.844906,30.3
Litchfield County,CT,0.091,0.466,Very Low,0.019,0.306,0.68,-73.204765,18.4
Middlesex County,CT,0.075,0.582,Very Low,0.001,0.353,0.51,-76.593798,18.1
New Haven County,CT,0.232,0.377,Low,0.086,0.252,0.68,-73.036685,17.4
New London County,CT,0.175,0.415,Very Low,0.027,0.369,0.671,-71.899459,24.0
Tolland County,CT,0.084,0.57,Very Low,0.015,0.255,0.694,-72.452505,13.3
Windham County,CT,0.17,0.373,Very Low,0.012,0.191,0.736,-72.600362,13.3
Kent County,DE,0.245,0.318,Very Low,0.016,0.0,0.327,-100.659691,0.0
New Castle County,DE,0.198,0.42,Medium,0.055,0.259,0.602,-75.532104,16.6
Sussex County,DE,0.202,0.305,Very Low,0.015,0.231,0.483,-76.988096,18.1
District of Columbia,DC,0.325,0.488,Very High,0.065,0.276,0.562,-77.0238468,16.1
Alachua County,FL,0.402,0.234,Medium,0.025,0.185,0.212,-85.7854788,16.7
Baker County,FL,0.305,0.272,Very Low,0.002,0.238,0.837,-123.1954117,19.9
Bay County,FL,0.298,0.241,Low,0.011,0.234,0.19,-85.612204,20.9
Bradford County,FL,0.407,0.175,Very Low,0.006,0.234,0.689,-76.446503,24.4
Brevard County,FL,0.227,0.267,Low,0.055,0.396,0.107,-80.733809,33.5
Broward County,FL,0.241,0.298,Low,0.184,0.352,0.01,-80.18101,28.0
Calhoun County,FL,0.427,0.128,Very Low,0.0,0.28,0.125,-96.555402,33.0
Charlotte County,FL,0.205,0.219,Very Low,0.001,0.155,0.486,-78.480365,14.5
Citrus County,FL,0.32,0.166,Low,0.014,0.311,0.137,-82.476184,33.1
Clay County,FL,0.186,0.353,Very Low,0.001,0.17,0.355,-98.231798,12.3
Collier County,FL,0.232,0.383,Very Low,0.034,0.352,0.02,-81.727851,24.0
Columbia County,FL,0.37,0.198,Very Low,0.013,0.204,0.762,-89.240512,20.1
DeSoto County,FL,0.616,0.112,Very Low,0.017,0.284,0.396,-89.977669,35.1
Duval County,FL,0.286,0.259,Medium,0.088,0.392,0.197,-81.39661,33.7
Escambia County,FL,0.273,0.222,Medium,0.004,0.226,0.199,-87.29402,21.0
Flagler County,FL,0.189,0.267,Very Low,0.01,0.0,0.168,-81.213791,0.0
Franklin County,FL,0.461,0.149,Very Low,0.0,0.203,0.899,-118.556564,22.6
Gadsden County,FL,0.48,0.133,Low,0.005,0.279,0.204,-84.460564,32.4
Gilchrist County,FL,0.359,0.16,Very Low,0.002,0.179,0.165,-82.92507,19.4
Glades County,FL,0.425,0.168,Low,0.001,0.225,0.059,-80.885148,23.8
Hamilton County,FL,0.645,0.103,Very Low,0.001,0.19,0.256,-98.119669,24.1
Hendry County,FL,0.509,0.159,Medium,0.004,0.341,0.042,-81.217109,37.0
Hernando County,FL,0.248,0.196,Low,0.017,0.289,0.117,-82.602431,28.6
Highlands County,FL,0.443,0.115,Very Low,0.01,0.189,0.074,-81.451574,23.2
Hillsborough County,FL,0.282,0.28,Very Low,0.04,0.336,0.742,-71.513482,27.7
Holmes County,FL,0.511,0.119,Very Low,0.004,0.214,0.64,-81.694681,25.9
Indian River County,FL,0.218,0.262,Low,0.014,0.481,0.086,-80.396496,41.0
Jackson County,FL,0.434,0.135,Very Low,0.001,0.162,0.562,-81.708811,18.7
Jefferson County,FL,0.364,0.188,Very Low,0.001,0.379,0.579,-77.810685,38.3
Lafayette County,FL,0.464,0.169,Very Low,0.005,0.204,0.727,-89.857206,21.5
Lake County,FL,0.214,0.26,Very Low,0.001,0.264,0.791,-97.215415,22.6
Lee County,FL,0.284,0.27,Very Low,0.008,0.155,0.476,-83.057415,13.0
Leon County,FL,0.418,0.228,Very Low,0.002,0.177,0.227,-96.115745,16.2
Levy County,FL,0.425,0.127,Very Low,0.004,0.204,0.156,-82.416484,24.2
Liberty County,FL,0.436,0.162,Very Low,0.0,0.212,0.191,-95.095802,22.8
Madison County,FL,0.536,0.111,Very Low,0.002,0.215,0.227,-95.7565,26.6
Manatee County,FL,0.259,0.27,Medium,0.034,0.379,0.071,-82.566655,31.8
Marion County,FL,0.348,0.167,Very Low,0.001,0.175,0.59,-80.220774,18.6
Martin County,FL,0.177,0.297,Very Low,0.001,0.222,0.274,-101.793032,17.7
Miami-Dade County,FL,0.377,0.202,Medium,0.261,0.351,0.0,-80.296874,34.3
Monroe County,FL,0.18,0.344,Very Low,0.001,0.159,0.501,-80.795017,11.6
Nassau County,FL,0.168,0.319,Very Low,0.008,0.622,0.64,-73.706215,47.5
Okaloosa County,FL,0.18,0.315,Low,0.019,0.28,0.202,-86.641974,21.5
Orange County,FL,0.277,0.269,Very Low,0.003,0.279,0.791,-72.550642,23.5
Osceola County,FL,0.343,0.216,Very Low,0.001,0.216,0.79,-85.458778,20.4
