County,State,Pov_Pct_All,Median_Income,Crime_Rate_per_100000,Population,Mean_Rent,Latitude,Longitude,Pct_Income_as_Rent
Bristol County,MA,Low,Medium,Very Low,Very Low,Low,High,-71.094987,18.9
Essex County,MA,Low,Medium,Very Low,Very Low,Low,Very High,-71.885546,10.0
Franklin County,MA,Low,Medium,Very Low,Very Low,Low,Very High,-118.556564,15.1
Hampden County,MA,Low,Low,Medium,Very Low,Low,High,-72.649734,20.3
Hampshire County,MA,Low,Medium,Very Low,Very Low,Low,High,-72.670813,18.2
Middlesex County,MA,Low,Medium,Very Low,Very Low,Medium,Medium,-76.593798,16.7
Nantucket County,MA,Low,Medium,Low,Very Low,Low,High,-69.97303,0.0
Norfolk County,MA,Low,High,Very Low,Very Low,Low,High,-71.240298,13.3
Plymouth County,MA,Low,Medium,Very Low,Very Low,Low,High,-70.740024,14.5
Suffolk County,MA,Medium,Low,Very Low,Very Low,Medium,High,-73.296085,31.0
Worcester County,MA,Low,Medium,Low,Very Low,Low,Medium,-75.297538,0.0
Alcona County,MI,Low,Low,Very Low,Very Low,Low,High,-85.3886364,27.1
Allegan County,MI,Low,Low,Very Low,Very Low,Low,High,-85.641727,17.3
Alpena County,MI,Low,Low,Very Low,Very Low,Low,Very High,-83.432043,17.9
Antrim County,MI,Low,Low,Very Low,Very Low,Low,Very High,-85.061271,15.9
Arenac County,MI,Medium,Low,Very Low,Very Low,Low,High,-83.693401,15.5
Barry County,MI,Low,Medium,Very Low,Very Low,Low,Medium,-93.938989,12.3
Bay County,MI,Low,Low,Low,Very Low,Low,Very Low,-85.612204,21.5
Benzie County,MI,Low,Low,Very Low,Very Low,Low,Very High,-85.93797,13.6
Berrien County,MI,Low,Low,Very Low,Very Low,Low,High,-86.51143,27.3
Branch County,MI,Low,Low,Very Low,Very Low,Low,High,-84.999302,17.2
Calhoun County,MI,Low,Low,Very Low,Very Low,Low,Very Low,-96.555402,27.1
Cass County,MI,Low,Low,Very Low,Very Low,Low,Low,-94.15323,16.2
Charlevoix County,MI,Low,Low,Very Low,Very Low,Low,Very High,-85.074661,28.5
Cheboygan County,MI,Low,Low,Very Low,Very Low,Low,Very High,-84.756558,15.9
Chippewa County,MI,Medium,Low,Very Low,Very Low,Low,Very High,-91.566519,19.3
Clare County,MI,Medium,Low,Very Low,Very Low,Low,High,-84.761755,18.8
Clinton County,MI,Low,Medium,Very Low,Very Low,Low,High,-77.742258,9.3
Crawford County,MI,Low,Low,Very Low,Very Low,Low,High,-90.898947,14.3
Delta County,MI,Low,Low,Very Low,Very Low,Low,Low,-95.853057,16.2
Dickinson County,MI,Low,Low,Very Low,Very Low,Low,Very High,-87.996053,19.7
Eaton County,MI,Low,Low,Very Low,Very Low,Low,High,-85.027611,15.8
Emmet County,MI,Low,Low,Very Low,Very Low,Low,Very High,-84.805815,27.7
Genesee County,MI,Medium,Low,Very Low,Very Low,Low,High,-78.022039,19.0
Gogebic County,MI,Medium,Low,Very Low,Very Low,Low,Very High,-89.206137,18.8
Grand Traverse County,MI,Low,Low,Very Low,Very Low,Low,Very High,-85.603011,17.6
Gratiot County,MI,Low,Low,Very Low,Very Low,Low,High,-84.476007,18.3
Hillsdale County,MI,Low,Low,Very Low,Very Low,Low,High,-84.41884,16.5
Houghton County,MI,Low,Low,Very Low,Very Low,Low,Very High,-88.643925,13.6
Huron County,MI,Low,Low,Very Low,Very Low,Low,High,-82.723533,15.3
Ingham County,MI,Medium,Low,Low,Very Low,Low,High,-84.432593,19.5
Ionia County,MI,Low,Low,Very Low,Very Low,Low,High,-84.898391,18.6
Iosco County,MI,Low,Low,Very Low,Very Low,Low,High,-83.803207,13.1
Iron County,MI,Low,Low,Very Low,Very Low,Low,Very High,-90.2695,0.0
Jackson County,MI,Low,Low,Very Low,Very Low,Low,Medium,-81.708811,13.6
Kalamazoo County,MI,Low,Low,Low,Very Low,Low,High,-85.41756,14.7
Kalkaska County,MI,Low,Low,Very Low,Very Low,Low,Very High,-85.023542,20.7
Kent County,MI,Low,Low,Very Low,Very Low,Low,Low,-100.659691,0.0
Keweenaw County,MI,Low,Low,Very Low,Very Low,Low,Very High,-88.153496,0.0
Lake County,MI,Medium,Low,Very Low,Very Low,Low,High,-97.215415,34.1
Lapeer County,MI,Low,Medium,Very Low,Very Low,Low,High,-83.076441,15.3
Leelanau County,MI,Low,Medium,Very Low,Very Low,Low,Very High,-85.598315,0.0
Lenawee County,MI,Low,Low,Very Low,Very Low,Low,High,-83.944443,20.6
Livingston County,MI,Low,Medium,Very Low,Very Low,Low,High,-77.596423,13.5
Mackinac County,MI,Low,Low,Very Low,Very Low,Low,Very High,-84.731707,19.5
Macomb County,MI,Low,Low,Low,Very Low,Low,High,-83.030316,22.1
Manistee County,MI,Low,Low,Very Low,Very Low,Low,High,-86.280533,24.6
Marquette County,MI,Low,Low,Very Low,Very Low,Low,High,-89.45979,17.8
Mason County,MI,Low,Low,Very Low,Very Low,Low,Medium,-82.1353,15.3
Mecosta County,MI,Medium,Low,Low,Very Low,Low,High,-85.44822,23.3
Menominee County,MI,Low,Low,Very Low,Very Low,Low,Very High,-88.874832,11.2
Midland County,MI,Low,Medium,Very Low,Very Low,Medium,Low,-102.341062,31.5
Missaukee County,MI,Low,Low,Very Low,Very Low,Low,High,-85.215372,16.6
Monroe County,MI,Low,Low,Very Low,Very Low,Low,Medium,-80.795017,12.0
Montcalm County,MI,Low,Low,Very Low,Very Low,Low,High,-85.079847,19.1
Montmorency County,MI,Medium,Low,Very Low,Very Low,Low,Very High,-84.332742,23.1
Muskegon County,MI,Low,Low,Low,Very Low,Low,High,-86.112341,18.2
Newaygo County,MI,Low,Low,Very Low,Very Low,Low,High,-85.7743,17.1
Oakland County,MI,Low,Medium,Very Low,Very Low,Low,High,-83.473713,15.9
Ogemaw County,MI,Medium,Low,Very Low,Very Low,Low,High,-84.236589,23.2
Ontonagon County,MI,Low,Low,Very Low,Very Low,Low,Very High,-89.58126,18.8
Osceola County,MI,Medium,Low,Very Low,Very Low,Low,High,-85.458778,22.0
Otsego County,MI,Low,Low,Very Low,Very Low,Low,High,-74.739852,19.3
Ottawa County,MI,Low,Medium,Very Low,Very Low,Low,Medium,-94.786745,12.1
Presque Isle County,MI,Low,Low,Very Low,Very Low,Low,Very High,-83.804751,15.1
Saginaw County,MI,Medium,Low,Medium,Very Low,Low,High,-83.924494,21.5
St. Clair County,MI,Low,Low,Very Low,Very Low,Low,Medium,-93.698005,11.1
St. Joseph County,MI,Low,Low,Low,Very Low,Low,High,-85.319439,13.4
Sanilac County,MI,Low,Low,Very Low,Very Low,Low,High,-82.966078,25.6
Shiawassee County,MI,Low,Low,Very Low,Very Low,Low,High,-84.221557,17.3
Tuscola County,MI,Low,Low,Very Low,Very Low,Low,High,-83.467098,14.2
Van Buren County,MI,Low,Low,Very Low,Very Low,Low,High,-86.267118,15.4
Washtenaw County,MI,Low,Medium,Low,Very Low,Low,High,-83.621982,15.5
Wayne County,MI,Medium,Low,Very Low,Very Low,Low,Medium,-82.441558,15.2
Wexford County,MI,Low,Low,Very Low,Very Low,Low,High,-85.489842,0.0
Aitkin County,MN,Low,Low,Very Low,Very Low,Low,Very High,-96.3279775,13.7
Anoka County,MN,Low,Medium,Very Low,Very Low,Low,Very High,-93.245164,15.2
Becker County,MN,Low,Low,Very Low,Very Low,Low,Very High,-95.350595,11.5
Beltrami County,MN,Low,Low,Very Low,Very Low,Low,Very High,-94.758114,22.3
Benton County,MN,Low,Low,Very Low,Very Low,Low,Very High,-119.044842,23.7
Big Stone County,MN,Low,Low,Very Low,Very Low,Low,Very High,-96.437132,18.3
Blue Earth County,MN,Low,Low,Very Low,Very Low,Low,High,-94.166881,15.4
Brown County,MN,Low,Low,Very Low,Very Low,Low,Very High,-88.234279,14.2
Carlton County,MN,Low,Low,Very Low,Very Low,Low,Very High,-92.372095,20.9
Carver County,MN,Low,High,Very Low,Very Low,Low,Very High,-93.843921,11.0
Cass County,MN,Low,Low,Very Low,Very Low,Low,Low,-94.15323,17.0
Chippewa County,MN,Low,Low,Very Low,Very Low,Low,Very High,-91.566519,16.1
Chisago County,MN,Low,Medium,Very Low,Very Low,Low,Very High,-92.965303,12.0
Clay County,MN,Low,Medium,Very Low,Very Low,Low,Low,-98.231798,12.0
Clearwater County,MN,Low,Low,Very Low,Very Low,Low,Very High,-95.541079,22.4
Cook County,MN,Low,Low,Very Low,Very Low,Low,High,-87.792577,22.8
Cottonwood County,MN,Low,Low,Very Low,Very Low,Low,High,-94.902895,25.0
Crow Wing County,MN,Low,Low,Very Low,Very Low,Low,Very High,-94.015109,14.8
Dakota County,MN,Low,Medium,Very Low,Very Low,Low,High,-96.571302,9.6
Dodge County,MN,Low,Medium,Very Low,Very Low,Low,High,-88.737534,13.3
Douglas County,MN,Low,Low,Very Low,Very Low,Low,Very High,-91.799516,8.0
Faribault County,MN,Low,Low,Very Low,Very Low,Low,High,-93.674311,0.0
Fillmore County,MN,Low,Low,Very Low,Very Low,Low,High,-97.587094,14.8
Freeborn County,MN,Low,Low,Very Low,Very Low,Low,High,-93.163144,16.3
Goodhue County,MN,Low,Medium,Very Low,Very Low,Low,Very High,-93.030277,12.8
Grant County,MN,Low,Low,Very Low,Very Low,Low,High,-90.97229,15.7
Hennepin County,MN,Low,Medium,Low,Very Low,Low,Very High,-93.514105,18.2
Houston County,MN,Low,Low,Very Low,Very Low,Low,Low,-95.18537,14.2
Hubbard County,MN,Low,Low,Very Low,Very Low,Low,Very High,-94.842984,14.8
Isanti County,MN,Low,Medium,Very Low,Very Low,Low,Very High,-93.18171,13.6
Itasca County,MN,Low,Low,Very Low,Very Low,Low,Very High,-93.381531,14.9
Jackson County,MN,Low,Low,Very Low,Very Low,Low,Medium,-81.708811,12.8
Kanabec County,MN,Low,Low,Very Low,Very Low,Low,Very High,-93.290284,19.1
Kandiyohi County,MN,Low,Low,Very Low,Very Low,Low,Very High,-94.94753,20.3
Kittson County,MN,Low,Low,Very Low,Very Low,Low,Very High,-96.801382,11.2
Koochiching County,MN,Low,Low,Very Low,Very Low,Low,Very High,-93.357467,23.0
Lac qui Parle County,MN,Low,Low,Very Low,Very Low,Low,Very High,-96.44176,0.0
Lake County,MN,Low,Low,Very Low,Very Low,Low,High,-97.215415,21.2
Lake of the Woods County,MN,Low,Low,Very Low,Very Low,Low,Very High,-94.953302,27.3
Le Sueur County,MN,Low,Medium,Very Low,Very Low,Medium,Very High,-93.575913,22.8
Lincoln County,MN,Low,Low,Very Low,Very Low,Low,High,-110.900716,0.0
Lyon County,MN,Low,Low,Very Low,Very Low,Low,Medium,-119.383178,16.8
McLeod County,MN,Low,Medium,Very Low,Very Low,Low,Very High,-94.050277,12.5
Marshall County,MN,Low,Low,Very Low,Very Low,Low,High,-80.696027,16.7
Martin County,MN,Low,Low,Very Low,Very Low,Low,Low,-101.793032,19.5
Meeker County,MN,Low,Medium,Very Low,Very Low,Low,Very High,-94.681824,13.8
Morrison County,MN,Low,Low,Very Low,Very Low,Low,Very High,-94.292681,14.6
Mower County,MN,Low,Low,Very Low,Very Low,Low,High,-92.941266,13.1
Murray County,MN,Low,Low,Very Low,Very Low,Low,High,-95.670244,20.9
Nicollet County,MN,Low,Medium,Very Low,Very Low,Low,High,-94.038033,15.0
Nobles County,MN,Low,Low,Very Low,Very Low,Low,High,-95.597134,17.5
Norman County,MN,Low,Low,Very Low,Very Low,Low,Very High,-96.259193,15.9
Olmsted County,MN,Low,Medium,Very Low,Very Low,Low,High,-92.539035,16.5
Otter Tail County,MN,Low,Low,Very Low,Very Low,Low,Very High,-95.534234,0.0
Pennington County,MN,Low,Low,Very Low,Very Low,Low,High,-102.446368,12.3
Pine County,MN,Low,Low,Very Low,Very Low,Low,Very High,-92.864553,18.6
Pipestone County,MN,Low,Low,Very Low,Very Low,Low,High,-96.31108,13.9
Polk County,MN,Low,Low,Very Low,Very Low,Low,Very High,-92.634675,17.6
Pope County,MN,Low,Low,Very Low,Very Low,Low,Very High,-95.167978,0.0
Ramsey County,MN,Low,Medium,Very Low,Very Low,Low,Very High,-98.367869,9.9
Red Lake County,MN,Low,Low,Very Low,Very Low,Low,Very High,-96.04156,15.2
Redwood County,MN,Low,Low,Very Low,Very Low,Low,High,-95.213576,0.0
Renville County,MN,Low,Low,Very Low,Very Low,Low,Very High,-101.827197,9.0
Rice County,MN,Low,Medium,Very Low,Very Low,Low,Very High,-93.063856,23.0
Rock County,MN,Low,Low,Very Low,Very Low,Low,High,-89.257259,16.2
Roseau County,MN,Low,Low,Very Low,Very Low,Low,Very High,-95.327984,15.2
St. Louis County,MN,Low,Low,Very Low,Very Low,Low,Medium,-90.360075,24.4
Scott County,MN,Low,High,Very Low,Very Low,Low,Medium,-82.563351,7.9
Sherburne County,MN,Low,Medium,Very Low,Very Low,Low,Very High,-93.596092,12.3
Sibley County,MN,Low,Low,Very Low,Very Low,Low,Very High,-93.902549,0.0
Stearns County,MN,Low,Low,Very Low,Very Low,Low,Very High,-94.212464,21.5
Steele County,MN,Low,Medium,Very Low,Very Low,Low,High,-93.248084,14.5
Stevens County,MN,Low,Low,Very Low,Very Low,Low,Very High,-117.724457,12.2
Swift County,MN,Low,Low,Very Low,Very Low,Low,Very High,-95.317972,14.1
Todd County,MN,Low,Low,Very Low,Very Low,Low,High,-101.030689,12.9
Traverse County,MN,Low,Low,Very Low,Very Low,Low,Very High,-96.320091,29.4
Wabasha County,MN,Low,Medium,Very Low,Very Low,Low,Very High,-92.280925,18.1
Wadena County,MN,Low,Low,Very Low,Very Low,Low,Very High,-95.126697,15.2
Waseca County,MN,Low,Low,Very Low,Very Low,Low,High,-93.69754,9.7
Washington County,MN,Low,Medium,Very Low,Very Low,Low,High,-88.047646,11.9
Watonwan County,MN,Low,Low,Very Low,Very Low,Low,High,-94.571292,0.0
Wilkin County,MN,Low,Low,Very Low,Very Low,Low,Very High,-96.283793,13.2
Winona County,MN,Low,Low,Very Low,Very Low,Low,High,-91.769228,18.3
Wright County,MN,Low,Medium,Very Low,Very Low,Low,Medium,-92.418931,8.7
Yellow Medicine County,MN,Low,Low,Very Low,Very Low,Low,Very High,-95.535839,14.2
Adams County,MS,Medium,Low,Very Low,Very Low,Low,Very High,-103.6106598,28.4
Alcorn County,MS,Medium,Low,Very Low,Very Low,Low,Low,-88.643257,20.1
Amite County,MS,Medium,Low,Very Low,Very Low,Low,Low,-90.798332,14.3
Attala County,MS,Medium,Low,Very Low,Very Low,Low,Low,-89.764736,13.6
Benton County,MS,Medium,Low,Very Low,Very Low,Low,Very High,-119.044842,38.4
Bolivar County,MS,High,Low,Very Low,Very Low,Low,Low,-90.723195,19.6
Calhoun County,MS,Medium,Low,Very Low,Very Low,Low,Very Low,-96.555402,35.1
Carroll County,MS,Medium,Low,Very Low,Very Low,Low,Medium,-80.809459,16.4
Chickasaw County,MS,Medium,Low,Very Low,Very Low,Low,Low,-88.747692,20.4
Choctaw County,MS,Medium,Low,Very Low,Very Low,Low,Low,-95.696291,15.1
Claiborne County,MS,High,Low,Low,Very Low,Low,Medium,-83.565762,22.6
Clarke County,MS,Medium,Low,Very Low,Very Low,Low,Medium,-77.862643,21.7
Clay County,MS,Medium,Low,Very Low,Very Low,Low,Low,-98.231798,22.4
Coahoma County,MS,High,Low,Very Low,Very Low,Low,Low,-90.477882,21.9
Copiah County,MS,Medium,Low,Very Low,Very Low,Low,Low,-90.16478,19.3
Covington County,MS,Medium,Low,Very Low,Very Low,Low,Low,-86.544609,15.1
DeSoto County,MS,Low,Medium,Very Low,Very Low,Low,Low,-89.977669,19.9
Forrest County,MS,Medium,Low,Very Low,Very Low,Low,Low,-89.386531,29.3
Franklin County,MS,Medium,Low,Very Low,Very Low,Low,Very High,-118.556564,23.7
Greene County,MS,Medium,Low,Very Low,Very Low,Low,Medium,-82.819673,16.6
Grenada County,MS,Medium,Low,Low,Very Low,Low,Low,-89.811547,19.6
Hancock County,MS,Medium,Low,Very Low,Very Low,Low,High,-80.616868,11.9
Harrison County,MS,Medium,Low,Very Low,Very Low,Low,Medium,-80.305443,24.4
Hinds County,MS,Medium,Low,Medium,Very Low,Low,Low,-90.292595,21.8
Holmes County,MS,High,Low,Very Low,Very Low,Low,High,-81.694681,37.8
Humphreys County,MS,High,Low,Very Low,Very Low,Low,Low,-90.590427,17.6
Itawamba County,MS,Medium,Low,Very Low,Very Low,Low,Low,-88.248936,18.6
Jackson County,MS,Low,Low,Very Low,Very Low,Low,Medium,-81.708811,14.9
Jasper County,MS,Medium,Low,Very Low,Very Low,Low,Low,-93.90007,18.7
Jefferson County,MS,High,Low,Very Low,Very Low,Medium,Medium,-77.810685,61.2
Jones County,MS,Medium,Low,Very Low,Very Low,Low,Low,-99.623217,17.3
Kemper County,MS,Medium,Low,Very Low,Very Low,Low,Low,-88.656096,21.1
Lafayette County,MS,Medium,Low,Very Low,Very Low,Low,High,-89.857206,20.0
Lamar County,MS,Low,Low,Very Low,Very Low,Low,Low,-95.724933,12.3
Lauderdale County,MS,Medium,Low,Very Low,Very Low,Low,Medium,-89.534107,19.9
Lawrence County,MS,Medium,Low,Very Low,Very Low,Low,Low,-87.501768,18.5
Lee County,MS,Low,Low,Very Low,Very Low,Low,Medium,-83.057415,15.3
Leflore County,MS,High,Low,Medium,Very Low,Low,Low,-90.349361,22.2
Lincoln County,MS,Medium,Low,Very Low,Very Low,Low,High,-110.900716,0.0
Lowndes County,MS,Medium,Low,Very Low,Very Low,Low,Low,-88.34318,31.1
Madison County,MS,Low,Medium,Very Low,Very Low,Low,Low,-95.7565,13.6
Marion County,MS,Medium,Low,Very Low,Very Low,Low,Medium,-80.220774,21.4
Marshall County,MS,Medium,Low,Very Low,Very Low,Low,High,-80.696027,24.6
Monroe County,MS,Medium,Low,Very Low,Very Low,Low,Medium,-80.795017,17.4
Montgomery County,MS,Medium,Low,Very Low,Very Low,Low,Medium,-80.488108,31.6
Newton County,MS,Medium,Low,Very Low,Very Low,Low,Low,-93.601865,25.1
Noxubee County,MS,High,Low,Very Low,Very Low,Low,Low,-88.569299,17.0
Oktibbeha County,MS,Medium,Low,Very Low,Very Low,Low,Low,-89.045774,20.3
Panola County,MS,Medium,Low,Low,Very Low,Low,Low,-94.3679,26.4
Pearl River County,MS,Medium,Low,Very Low,Very Low,Low,Low,-89.67851,21.7
Perry County,MS,Medium,Low,Very Low,Very Low,Low,High,-77.133946,22.2
Pike County,MS,Medium,Low,Very Low,Very Low,Low,High,-74.890774,39.9
Pontotoc County,MS,Low,Low,Very Low,Very Low,Low,Low,-96.525636,17.3
Quitman County,MS,High,Low,Very Low,Very Low,Low,Low,-90.284526,23.7
Rankin County,MS,Low,Medium,Very Low,Very Low,Low,Low,-89.96733,16.3
Scott County,MS,Medium,Low,Very Low,Very Low,Low,Medium,-82.563351,21.2
Simpson County,MS,Medium,Low,Very Low,Very Low,Low,Low,-89.869483,19.9
Smith County,MS,Medium,Low,Very Low,Very Low,Low,Low,-95.305886,27.3
Stone County,MS,Medium,Low,Very Low,Very Low,Low,Medium,-93.397142,24.3
Sunflower County,MS,High,Low,Low,Very Low,Low,Low,-90.771987,0.0
Tallahatchie County,MS,High,Low,Very Low,Very Low,Low,Low,-90.346332,21.9
Tate County,MS,Medium,Low,Low,Very Low,Low,Low,-89.975517,20.2
Tippah County,MS,Medium,Low,Very Low,Very Low,Low,Low,-88.924455,12.3
Tishomingo County,MS,Low,Low,Very Low,Very Low,Low,Low,-88.228666,16.4
Tunica County,MS,Medium,Low,Low,Very Low,Low,Low,-90.326553,29.7
Union County,MS,Low,Low,Very Low,Very Low,Low,Medium,-83.806439,14.7
Walthall County,MS,Medium,Low,Very Low,Very Low,Low,Low,-90.144851,16.5
Warren County,MS,Medium,Low,Very Low,Very Low,Low,Medium,-85.860575,16.3
Washington County,MS,High,Low,Very Low,Very Low,Low,High,-88.047646,38.1
Wayne County,MS,Medium,Low,Very Low,Very Low,Low,Medium,-82.441558,17.5
Webster County,MS,Medium,Low,Very Low,Very Low,Low,Medium,-80.373231,0.0
Wilkinson County,MS,High,Low,Very Low,Very Low,Low,Low,-91.299257,22.2
Winston County,MS,Medium,Low,Very Low,Very Low,Low,Low,-89.063532,18.9
Yalobusha County,MS,Medium,Low,Very Low,Very Low,Low,Low,-89.63012,15.4
Yazoo County,MS,High,Low,Very Low,Very Low,Low,Low,-90.369193,18.9
Adair County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-84.7074267,23.5
Andrew County,MO,Low,Medium,Very Low,Very Low,Low,High,-94.679777,22.9
Atchison County,MO,Low,Low,Very Low,Very Low,Low,High,-95.533087,14.2
Audrain County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-91.725162,16.8
Barry County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-93.938989,19.0
Barton County,MO,Low,Low,Very Low,Very Low,Low,Medium,-94.278428,19.3
Bates County,MO,Low,Low,Low,Very Low,Low,Medium,-94.363462,13.8
Benton County,MO,Medium,Low,Very Low,Very Low,Low,Very High,-119.044842,36.5
Bollinger County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-89.981792,15.7
Boone County,MO,Low,Low,Very Low,Very Low,Low,Medium,-81.71774,12.5
Buchanan County,MO,Low,Low,Very Low,Very Low,Low,Medium,-82.09488,20.1
Butler County,MO,Medium,Low,Very Low,Very Low,Low,High,-79.896456,26.7
Caldwell County,MO,Low,Low,Very Low,Very Low,Low,Very Low,-97.937735,0.0
